P_CODE,VDC_NAME,DISTRICT,REGION,Hazard (Intensity),Exposure,Housing,Poverty,Vulnerability,Severity,Severity Normalized,Severity category,Severity_Category,Severity_Smoothed
F-SET-68-017,Kadel,Bajhang,Far-Western,0.0,0.05,8.74,7.05,7.89,0.0,0.0,Lowest,Low,0.0
M-BHE-57-014,Hirminiya,Banke,Mid-Western,0.0,0.09,6.6,8.17,7.39,0.0,0.0,Lowest,Low,0.0
M-KAR-64-029,Sukitaya,Kalikot,Mid-Western,0.0,0.05,6.88,8.76,7.82,0.0,0.0,Lowest,Low,0.0
F-SET-67-022,Manakot,Bajura,Far-Western,0.0,0.03,8.08,8.8,8.44,0.0,0.0,Lowest,Low,0.0
M-BHE-60-052,Sigaudi,Dailekh,Mid-Western,0.0,0.06,7.71,7.59,7.65,0.0,0.0,Lowest,Low,0.0
M-KAR-64-015,Mehalmudi,Kalikot,Mid-Western,0.0,0.05,6.88,8.76,7.82,0.0,0.0,Lowest,Low,0.0
M-BHE-57-044,Sonapur,Banke,Mid-Western,0.0,0.08,6.6,8.17,7.39,0.0,0.0,Lowest,Low,0.0
F-MAH-75-022,Khalanga,Darchula,Far-Western,0.0,0.09,9.63,5.05,7.34,0.0,0.0,Lowest,Low,0.0
F-SET-70-043,Sanagau,Doti,Far-Western,0.0,0.03,8.77,8.26,8.52,0.0,0.0,Lowest,Low,0.0
F-MAH-73-002,Alital,Dadeldhura,Far-Western,0.0,0.14,8.09,5.89,6.99,0.0,0.0,Lowest,Low,0.0
F-SET-69-029,Hatikot,Achham,Far-Western,0.0,0.02,8.45,9.21,8.83,0.0,0.0,Lowest,Low,0.0
F-MAH-73-021,Sirsha,Dadeldhura,Far-Western,0.0,0.14,8.09,5.89,6.99,0.0,0.0,Lowest,Low,0.0
M-BHE-60-028,Lakandra,Dailekh,Mid-Western,0.0,0.06,7.71,7.59,7.65,0.0,0.0,Lowest,Low,0.0
M-BHE-60-032,MairiKalikathum,Dailekh,Mid-Western,0.0,0.06,7.71,7.59,7.65,0.0,0.0,Lowest,Low,0.0
F-SET-70-018,Ganjari,Doti,Far-Western,0.0,0.02,8.77,8.26,8.52,0.0,0.0,Lowest,Low,0.0
F-SET-69-022,Dhaku,Achham,Far-Western,0.0,0.02,8.45,9.21,8.83,0.0,0.0,Lowest,Low,0.0
F-SET-70-009,Dahakalikasthan,Doti,Far-Western,0.0,0.02,8.77,8.26,8.52,0.0,0.0,Lowest,Low,0.0
F-SET-68-012,Deulek,Bajhang,Far-Western,0.0,0.04,8.74,7.05,7.89,0.0,0.0,Lowest,Low,0.0
F-SET-68-043,Subeda,Bajhang,Far-Western,0.0,0.04,8.74,7.05,7.89,0.0,0.0,Lowest,Low,0.0
F-SET-70-038,Mudhegau,Doti,Far-Western,0.0,0.02,8.77,8.26,8.52,0.0,0.0,Lowest,Low,0.0
F-SET-69-033,Janalikot,Achham,Far-Western,0.0,0.02,8.45,9.21,8.83,0.0,0.0,Lowest,Low,0.0
F-SET-67-014,Jayabageswori,Bajura,Far-Western,0.0,0.03,8.08,8.8,8.44,0.0,0.0,Lowest,Low,0.0
F-SET-68-009,Dangaji,Bajhang,Far-Western,0.0,0.04,8.74,7.05,7.89,0.0,0.0,Lowest,Low,0.0
M-BHE-60-054,Tilepata,Dailekh,Mid-Western,0.0,0.06,7.71,7.59,7.65,0.0,0.0,Lowest,Low,0.0
M-BHE-60-033,Malika,Dailekh,Mid-Western,0.0,0.06,7.71,7.59,7.65,0.0,0.0,Lowest,Low,0.0
F-SET-68-035,Parakatne,Bajhang,Far-Western,0.0,0.04,8.74,7.05,7.89,0.0,0.0,Lowest,Low,0.0
F-SET-68-005,Byasi,Bajhang,Far-Western,0.0,0.04,8.74,7.05,7.89,0.0,0.0,Lowest,Low,0.0
M-BHE-60-040,Padukasthan,Dailekh,Mid-Western,0.0,0.06,7.71,7.59,7.65,0.0,0.0,Lowest,Low,0.0
F-SET-69-039,Khaptad,Achham,Far-Western,0.0,0.02,8.45,9.21,8.83,0.0,0.0,Lowest,Low,0.0
F-SET-68-029,Majhigau,Bajhang,Far-Western,0.0,0.04,8.74,7.05,7.89,0.0,0.0,Lowest,Low,0.0
M-BHE-60-047,RawatKot,Dailekh,Mid-Western,0.0,0.05,7.71,7.59,7.65,0.0,0.0,Lowest,Low,0.0
M-BHE-60-037,Nepa,Dailekh,Mid-Western,0.0,0.05,7.71,7.59,7.65,0.0,0.0,Lowest,Low,0.0
M-BHE-60-027,Kusapani,Dailekh,Mid-Western,0.0,0.05,7.71,7.59,7.65,0.0,0.0,Lowest,Low,0.0
F-SET-70-047,Tijali,Doti,Far-Western,0.0,0.02,8.77,8.26,8.52,0.0,0.0,Lowest,Low,0.0
M-BHE-57-004,Basudevapur,Banke,Mid-Western,0.0,0.07,6.6,8.17,7.39,0.0,0.0,Lowest,Low,0.0
M-BHE-60-025,Khadkawada,Dailekh,Mid-Western,0.0,0.05,7.71,7.59,7.65,0.0,0.0,Lowest,Low,0.0
F-SET-69-028,Gajara,Achham,Far-Western,0.0,0.02,8.45,9.21,8.83,0.0,0.0,Lowest,Low,0.0
F-SET-70-025,Kanachaur,Doti,Far-Western,0.0,0.02,8.77,8.26,8.52,0.0,0.0,Lowest,Low,0.0
M-BHE-60-044,PusakotChiudi,Dailekh,Mid-Western,0.0,0.05,7.71,7.59,7.65,0.0,0.0,Lowest,Low,0.0
M-BHE-57-017,Jaispur,Banke,Mid-Western,0.0,0.07,6.6,8.17,7.39,0.0,0.0,Lowest,Low,0.0
M-BHE-60-050,Santalla,Dailekh,Mid-Western,0.0,0.05,7.71,7.59,7.65,0.0,0.0,Lowest,Low,0.0
F-SET-68-046,Surma,Bajhang,Far-Western,0.0,0.04,8.74,7.05,7.89,0.0,0.0,Lowest,Low,0.0
M-KAR-64-026,Rupsa,Kalikot,Mid-Western,0.0,0.04,6.88,8.76,7.82,0.0,0.0,Lowest,Low,0.0
F-SET-69-061,Ridikot,Achham,Far-Western,0.0,0.02,8.45,9.21,8.83,0.0,0.0,Lowest,Low,0.0
M-BHE-57-040,Raniyapur,Banke,Mid-Western,0.0,0.07,6.6,8.17,7.39,0.0,0.0,Lowest,Low,0.0
M-BHE-57-041,Saigaun,Banke,Mid-Western,0.0,0.07,6.6,8.17,7.39,0.0,0.0,Lowest,Low,0.0
F-SET-68-023,Koiralakot,Bajhang,Far-Western,0.0,0.04,8.74,7.05,7.89,0.0,0.0,Lowest,Low,0.0
M-KAR-64-009,Kotbada,Kalikot,Mid-Western,0.0,0.04,6.88,8.76,7.82,0.0,0.0,Lowest,Low,0.0
M-KAR-64-012,Malkot(Institutional),Kalikot,Mid-Western,0.0,0.04,6.88,8.76,7.82,0.0,0.0,Lowest,Low,0.0
M-BHE-57-036,Puraina,Banke,Mid-Western,0.0,0.06,6.6,8.17,7.39,0.0,0.0,Lowest,Low,0.0
F-SET-68-004,Bhatekhola,Bajhang,Far-Western,0.0,0.04,8.74,7.05,7.89,0.0,0.0,Lowest,Low,0.0
F-SET-70-021,Jijodamandau,Doti,Far-Western,0.0,0.02,8.77,8.26,8.52,0.0,0.0,Lowest,Low,0.0
F-MAH-74-010,DasharathchandaN.P.,Baitadi,Far-Western,0.0,0.17,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
F-SET-68-024,Kotbhairab,Bajhang,Far-Western,0.0,0.04,8.74,7.05,7.89,0.0,0.0,Lowest,Low,0.0
F-SET-68-034,Melbisauni,Bajhang,Far-Western,0.0,0.04,8.74,7.05,7.89,0.0,0.0,Lowest,Low,0.0
M-BHE-57-022,KhajuraKhurda,Banke,Mid-Western,0.0,0.06,6.6,8.17,7.39,0.0,0.0,Lowest,Low,0.0
M-KAR-64-010,Kumalgaun,Kalikot,Mid-Western,0.0,0.04,6.88,8.76,7.82,0.0,0.0,Lowest,Low,0.0
M-BHE-57-033,Paraspur,Banke,Mid-Western,0.0,0.06,6.6,8.17,7.39,0.0,0.0,Lowest,Low,0.0
F-SET-70-012,Dhirkamandau,Doti,Far-Western,0.0,0.02,8.77,8.26,8.52,0.0,0.0,Lowest,Low,0.0
F-SET-68-033,Maulali,Bajhang,Far-Western,0.0,0.03,8.74,7.05,7.89,0.0,0.0,Lowest,Low,0.0
M-BHE-60-036,NauleKatuwal,Dailekh,Mid-Western,0.0,0.05,7.71,7.59,7.65,0.0,0.0,Lowest,Low,0.0
F-SET-68-007,Chaudhari,Bajhang,Far-Western,0.0,0.03,8.74,7.05,7.89,0.0,0.0,Lowest,Low,0.0
M-BHE-60-021,KalBhairab,Dailekh,Mid-Western,0.0,0.04,7.71,7.59,7.65,0.0,0.0,Lowest,Low,0.0
M-BHE-57-012,Ganapur,Banke,Mid-Western,0.0,0.06,6.6,8.17,7.39,0.0,0.0,Lowest,Low,0.0
F-SET-68-016,Hemantabada,Bajhang,Far-Western,0.0,0.03,8.74,7.05,7.89,0.0,0.0,Lowest,Low,0.0
F-SET-70-027,KedarAkhada,Doti,Far-Western,0.0,0.02,8.77,8.26,8.52,0.0,0.0,Lowest,Low,0.0
F-SET-68-025,Kotdewal,Bajhang,Far-Western,0.0,0.03,8.74,7.05,7.89,0.0,0.0,Lowest,Low,0.0
M-BHE-60-015,Dullu,Dailekh,Mid-Western,0.0,0.04,7.71,7.59,7.65,0.0,0.0,Lowest,Low,0.0
M-KAR-64-017,Mumrakot,Kalikot,Mid-Western,0.0,0.03,6.88,8.76,7.82,0.0,0.0,Lowest,Low,0.0
F-SET-68-010,Dantola,Bajhang,Far-Western,0.0,0.03,8.74,7.05,7.89,0.0,0.0,Lowest,Low,0.0
M-BHE-57-035,Piparhawa,Banke,Mid-Western,0.0,0.06,6.6,8.17,7.39,0.0,0.0,Lowest,Low,0.0
M-BHE-60-006,Bansi,Dailekh,Mid-Western,0.0,0.04,7.71,7.59,7.65,0.0,0.0,Lowest,Low,0.0
M-BHE-57-007,Belbhar,Banke,Mid-Western,0.0,0.05,6.6,8.17,7.39,0.0,0.0,Lowest,Low,0.0
M-BHE-57-006,Belahari,Banke,Mid-Western,0.0,0.05,6.6,8.17,7.39,0.0,0.0,Lowest,Low,0.0
F-SET-68-015,Gadaraya,Bajhang,Far-Western,0.0,0.03,8.74,7.05,7.89,0.0,0.0,Lowest,Low,0.0
F-SET-69-018,Chaphamandaun,Achham,Far-Western,0.0,0.01,8.45,9.21,8.83,0.0,0.0,Lowest,Low,0.0
M-BHE-60-007,Baraha,Dailekh,Mid-Western,0.0,0.04,7.71,7.59,7.65,0.0,0.0,Lowest,Low,0.0
F-SET-69-002,Baijanath,Achham,Far-Western,0.0,0.01,8.45,9.21,8.83,0.0,0.0,Lowest,Low,0.0
F-SET-68-041,Rithapata,Bajhang,Far-Western,0.0,0.03,8.74,7.05,7.89,0.0,0.0,Lowest,Low,0.0
F-SET-68-028,Luyanta,Bajhang,Far-Western,0.0,0.03,8.74,7.05,7.89,0.0,0.0,Lowest,Low,0.0
F-SET-68-014,Dhamena,Bajhang,Far-Western,0.0,0.03,8.74,7.05,7.89,0.0,0.0,Lowest,Low,0.0
M-BHE-57-037,Puraini,Banke,Mid-Western,0.0,0.05,6.6,8.17,7.39,0.0,0.0,Lowest,Low,0.0
F-SET-68-031,Mashdev,Bajhang,Far-Western,0.0,0.03,8.74,7.05,7.89,0.0,0.0,Lowest,Low,0.0
F-MAH-75-017,Gwani,Darchula,Far-Western,0.0,0.05,9.63,5.05,7.34,0.0,0.0,Lowest,Low,0.0
F-MAH-75-009,Dhap,Darchula,Far-Western,0.0,0.05,9.63,5.05,7.34,0.0,0.0,Lowest,Low,0.0
F-MAH-73-006,Belapur,Dadeldhura,Far-Western,0.0,0.08,8.09,5.89,6.99,0.0,0.0,Lowest,Low,0.0
F-MAH-75-012,Dhuligada,Darchula,Far-Western,0.0,0.05,9.63,5.05,7.34,0.0,0.0,Lowest,Low,0.0
F-MAH-75-032,Rithachaupata,Darchula,Far-Western,0.0,0.05,9.63,5.05,7.34,0.0,0.0,Lowest,Low,0.0
F-MAH-75-027,Latinath,Darchula,Far-Western,0.0,0.05,9.63,5.05,7.34,0.0,0.0,Lowest,Low,0.0
M-KAR-64-016,Mugraha,Kalikot,Mid-Western,0.0,0.03,6.88,8.76,7.82,0.0,0.0,Lowest,Low,0.0
F-SET-68-019,Kalukheti,Bajhang,Far-Western,0.0,0.03,8.74,7.05,7.89,0.0,0.0,Lowest,Low,0.0
M-BHE-57-009,Bhawaniyapur,Banke,Mid-Western,0.0,0.04,6.6,8.17,7.39,0.0,0.0,Lowest,Low,0.0
F-SET-68-032,Matela,Bajhang,Far-Western,0.0,0.03,8.74,7.05,7.89,0.0,0.0,Lowest,Low,0.0
F-SET-69-008,Bhagyaswori,Achham,Far-Western,0.0,0.01,8.45,9.21,8.83,0.0,0.0,Lowest,Low,0.0
M-BHE-60-043,Pipalkot,Dailekh,Mid-Western,0.0,0.03,7.71,7.59,7.65,0.0,0.0,Lowest,Low,0.0
M-BHE-60-016,Gamaudi,Dailekh,Mid-Western,0.0,0.03,7.71,7.59,7.65,0.0,0.0,Lowest,Low,0.0
F-SET-68-036,Patadewal,Bajhang,Far-Western,0.0,0.03,8.74,7.05,7.89,0.0,0.0,Lowest,Low,0.0
F-MAH-75-035,Sharmauli,Darchula,Far-Western,0.0,0.04,9.63,5.05,7.34,0.0,0.0,Lowest,Low,0.0
F-MAH-75-037,Sipti,Darchula,Far-Western,0.0,0.04,9.63,5.05,7.34,0.0,0.0,Lowest,Low,0.0
F-MAH-75-016,Guljar,Darchula,Far-Western,0.0,0.04,9.63,5.05,7.34,0.0,0.0,Lowest,Low,0.0
F-MAH-75-024,Khar,Darchula,Far-Western,0.0,0.04,9.63,5.05,7.34,0.0,0.0,Lowest,Low,0.0
F-MAH-75-002,Boharigau,Darchula,Far-Western,0.0,0.04,9.63,5.05,7.34,0.0,0.0,Lowest,Low,0.0
F-MAH-75-010,Dhari,Darchula,Far-Western,0.0,0.04,9.63,5.05,7.34,0.0,0.0,Lowest,Low,0.0
F-SET-68-030,Malumela,Bajhang,Far-Western,0.0,0.02,8.74,7.05,7.89,0.0,0.0,Lowest,Low,0.0
M-KAR-64-025,Ranchuli,Kalikot,Mid-Western,0.0,0.02,6.88,8.76,7.82,0.0,0.0,Lowest,Low,0.0
M-BHE-60-045,RakamKarnali,Dailekh,Mid-Western,0.0,0.03,7.71,7.59,7.65,0.0,0.0,Lowest,Low,0.0
F-MAH-73-010,Dewaldibyapur,Dadeldhura,Far-Western,0.0,0.06,8.09,5.89,6.99,0.0,0.0,Lowest,Low,0.0
F-SET-68-020,Kanda,Bajhang,Far-Western,0.0,0.02,8.74,7.05,7.89,0.0,0.0,Lowest,Low,0.0
M-BHE-57-047,Udayapur,Banke,Mid-Western,0.0,0.04,6.6,8.17,7.39,0.0,0.0,Lowest,Low,0.0
M-BHE-60-002,Badabhairab,Dailekh,Mid-Western,0.0,0.03,7.71,7.59,7.65,0.0,0.0,Lowest,Low,0.0
F-MAH-75-008,Dethala,Darchula,Far-Western,0.0,0.04,9.63,5.05,7.34,0.0,0.0,Lowest,Low,0.0
F-MAH-73-019,Rupal,Dadeldhura,Far-Western,0.0,0.06,8.09,5.89,6.99,0.0,0.0,Lowest,Low,0.0
M-BHE-57-038,Radhapur,Banke,Mid-Western,0.0,0.04,6.6,8.17,7.39,0.0,0.0,Lowest,Low,0.0
F-MAH-75-015,Gokuleswor,Darchula,Far-Western,0.0,0.04,9.63,5.05,7.34,0.0,0.0,Lowest,Low,0.0
F-SET-68-044,Sunikot,Bajhang,Far-Western,0.0,0.02,8.74,7.05,7.89,0.0,0.0,Lowest,Low,0.0
M-BHE-60-017,Gauri,Dailekh,Mid-Western,0.0,0.03,7.71,7.59,7.65,0.0,0.0,Lowest,Low,0.0
F-MAH-75-041,Uku,Darchula,Far-Western,0.0,0.04,9.63,5.05,7.34,0.0,0.0,Lowest,Low,0.0
F-SET-68-037,Pauwagadhi,Bajhang,Far-Western,0.0,0.02,8.74,7.05,7.89,0.0,0.0,Lowest,Low,0.0
F-MAH-75-039,Sunsera,Darchula,Far-Western,0.0,0.04,9.63,5.05,7.34,0.0,0.0,Lowest,Low,0.0
F-MAH-73-012,Gankhet,Dadeldhura,Far-Western,0.0,0.05,8.09,5.89,6.99,0.0,0.0,Lowest,Low,0.0
F-MAH-75-038,Sitaula,Darchula,Far-Western,0.0,0.03,9.63,5.05,7.34,0.0,0.0,Lowest,Low,0.0
F-SET-68-018,Kailash,Bajhang,Far-Western,0.0,0.02,8.74,7.05,7.89,0.0,0.0,Lowest,Low,0.0
F-SET-68-026,Lamatola,Bajhang,Far-Western,0.0,0.02,8.74,7.05,7.89,0.0,0.0,Lowest,Low,0.0
F-MAH-74-050,Sarmali,Baitadi,Far-Western,0.0,0.08,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
F-MAH-75-023,Khandeswori,Darchula,Far-Western,0.0,0.03,9.63,5.05,7.34,0.0,0.0,Lowest,Low,0.0
F-MAH-73-005,Bagarkot,Dadeldhura,Far-Western,0.0,0.05,8.09,5.89,6.99,0.0,0.0,Lowest,Low,0.0
F-MAH-73-016,Manilek,Dadeldhura,Far-Western,0.0,0.05,8.09,5.89,6.99,0.0,0.0,Lowest,Low,0.0
F-MAH-73-015,Koteli,Dadeldhura,Far-Western,0.0,0.05,8.09,5.89,6.99,0.0,0.0,Lowest,Low,0.0
F-MAH-75-001,Bhagabati,Darchula,Far-Western,0.0,0.03,9.63,5.05,7.34,0.0,0.0,Lowest,Low,0.0
F-MAH-73-014,Kailapalamandau,Dadeldhura,Far-Western,0.0,0.05,8.09,5.89,6.99,0.0,0.0,Lowest,Low,0.0
F-MAH-75-033,Sankarpur,Darchula,Far-Western,0.0,0.03,9.63,5.05,7.34,0.0,0.0,Lowest,Low,0.0
F-MAH-75-025,Kharkada,Darchula,Far-Western,0.0,0.03,9.63,5.05,7.34,0.0,0.0,Lowest,Low,0.0
M-BHE-60-051,Seri,Dailekh,Mid-Western,0.0,0.02,7.71,7.59,7.65,0.0,0.0,Lowest,Low,0.0
F-MAH-75-036,Sikhar,Darchula,Far-Western,0.0,0.03,9.63,5.05,7.34,0.0,0.0,Lowest,Low,0.0
F-MAH-75-018,Hikila,Darchula,Far-Western,0.0,0.03,9.63,5.05,7.34,0.0,0.0,Lowest,Low,0.0
F-MAH-75-005,Chhapari,Darchula,Far-Western,0.0,0.03,9.63,5.05,7.34,0.0,0.0,Lowest,Low,0.0
F-MAH-75-026,Lali,Darchula,Far-Western,0.0,0.03,9.63,5.05,7.34,0.0,0.0,Lowest,Low,0.0
F-MAH-75-021,Kante,Darchula,Far-Western,0.0,0.03,9.63,5.05,7.34,0.0,0.0,Lowest,Low,0.0
F-MAH-74-030,Kotpetara,Baitadi,Far-Western,0.0,0.07,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
W-LUM-50-078,Vidhyanagar,Kapilbastu,Western,0.0,0.05,6.84,6.64,6.74,0.0,0.0,Lowest,Low,0.0
F-MAH-75-020,Huti,Darchula,Far-Western,0.0,0.03,9.63,5.05,7.34,0.0,0.0,Lowest,Low,0.0
F-MAH-73-001,Ajayameru,Dadeldhura,Far-Western,0.0,0.04,8.09,5.89,6.99,0.0,0.0,Lowest,Low,0.0
F-MAH-75-011,Dhaulakot,Darchula,Far-Western,0.0,0.03,9.63,5.05,7.34,0.0,0.0,Lowest,Low,0.0
F-MAH-75-030,Ranisikhar,Darchula,Far-Western,0.0,0.03,9.63,5.05,7.34,0.0,0.0,Lowest,Low,0.0
F-MAH-75-013,Eyarkot,Darchula,Far-Western,0.0,0.03,9.63,5.05,7.34,0.0,0.0,Lowest,Low,0.0
F-MAH-73-008,Bhageswor,Dadeldhura,Far-Western,0.0,0.04,8.09,5.89,6.99,0.0,0.0,Lowest,Low,0.0
F-MAH-75-034,Seri,Darchula,Far-Western,0.0,0.03,9.63,5.05,7.34,0.0,0.0,Lowest,Low,0.0
F-MAH-73-017,Mashtamandau,Dadeldhura,Far-Western,0.0,0.04,8.09,5.89,6.99,0.0,0.0,Lowest,Low,0.0
F-MAH-74-053,Shikharpur,Baitadi,Far-Western,0.0,0.06,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
F-MAH-74-016,Dilasaini,Baitadi,Far-Western,0.0,0.06,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
F-MAH-75-028,Malikarjun,Darchula,Far-Western,0.0,0.02,9.63,5.05,7.34,0.0,0.0,Lowest,Low,0.0
F-MAH-73-011,Ganeshpur,Dadeldhura,Far-Western,0.0,0.04,8.09,5.89,6.99,0.0,0.0,Lowest,Low,0.0
F-MAH-74-052,Shibanath,Baitadi,Far-Western,0.0,0.06,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
F-MAH-74-032,Kuwakot,Baitadi,Far-Western,0.0,0.06,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
F-MAH-75-040,Tapoban,Darchula,Far-Western,0.0,0.02,9.63,5.05,7.34,0.0,0.0,Lowest,Low,0.0
F-MAH-73-004,Ashigram,Dadeldhura,Far-Western,0.0,0.03,8.09,5.89,6.99,0.0,0.0,Lowest,Low,0.0
F-MAH-73-018,Nawadurga,Dadeldhura,Far-Western,0.0,0.03,8.09,5.89,6.99,0.0,0.0,Lowest,Low,0.0
F-MAH-74-044,Patan,Baitadi,Far-Western,0.0,0.05,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
F-MAH-75-007,Dattu,Darchula,Far-Western,0.0,0.02,9.63,5.05,7.34,0.0,0.0,Lowest,Low,0.0
F-MAH-74-056,Siddheswor,Baitadi,Far-Western,0.0,0.05,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
F-MAH-74-001,Amchaur,Baitadi,Far-Western,0.0,0.05,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
F-MAH-74-063,Udayadeb,Baitadi,Far-Western,0.0,0.05,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
F-MAH-74-014,Dhikasintad/Sitad,Baitadi,Far-Western,0.0,0.05,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
F-MAH-74-039,Melauli,Baitadi,Far-Western,0.0,0.05,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
F-MAH-75-029,Pipalchauri,Darchula,Far-Western,0.0,0.02,9.63,5.05,7.34,0.0,0.0,Lowest,Low,0.0
F-MAH-74-008,Bumiraj,Baitadi,Far-Western,0.0,0.05,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
F-MAH-74-023,Gurukhola,Baitadi,Far-Western,0.0,0.05,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
F-MAH-74-041,Nwadeu,Baitadi,Far-Western,0.0,0.05,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
F-MAH-74-019,Gajari,Baitadi,Far-Western,0.0,0.05,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
F-MAH-74-011,Dehimandau,Baitadi,Far-Western,0.0,0.04,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
F-MAH-75-006,Dadakot,Darchula,Far-Western,0.0,0.02,9.63,5.05,7.34,0.0,0.0,Lowest,Low,0.0
F-MAH-74-028,Kataujpani,Baitadi,Far-Western,0.0,0.04,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
F-MAH-73-009,Chipur,Dadeldhura,Far-Western,0.0,0.03,8.09,5.89,6.99,0.0,0.0,Lowest,Low,0.0
F-MAH-74-007,Bilashpur,Baitadi,Far-Western,0.0,0.04,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
F-MAH-74-013,Dhikarim/Rim,Baitadi,Far-Western,0.0,0.04,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
F-MAH-74-035,Maharudra,Baitadi,Far-Western,0.0,0.04,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
F-MAH-74-021,Gokuleswor,Baitadi,Far-Western,0.0,0.04,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
F-MAH-74-054,Shivaling,Baitadi,Far-Western,0.0,0.04,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
F-MAH-74-036,Malladehi,Baitadi,Far-Western,0.0,0.04,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
F-MAH-74-046,Rauleswor,Baitadi,Far-Western,0.0,0.04,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
F-MAH-74-057,Sikash,Baitadi,Far-Western,0.0,0.04,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
F-MAH-74-006,Bijayapur,Baitadi,Far-Western,0.0,0.04,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
F-MAH-74-004,Bhatana,Baitadi,Far-Western,0.0,0.04,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
F-MAH-74-018,Durgasthan,Baitadi,Far-Western,0.0,0.04,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
F-MAH-74-043,Pancheswor,Baitadi,Far-Western,0.0,0.04,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
F-MAH-75-003,Bramhadev,Darchula,Far-Western,0.0,0.02,9.63,5.05,7.34,0.0,0.0,Lowest,Low,0.0
F-MAH-74-024,Gwallek,Baitadi,Far-Western,0.0,0.04,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
F-MAH-73-020,Samejee,Dadeldhura,Far-Western,0.0,0.03,8.09,5.89,6.99,0.0,0.0,Lowest,Low,0.0
F-MAH-75-019,Hunainath,Darchula,Far-Western,0.0,0.02,9.63,5.05,7.34,0.0,0.0,Lowest,Low,0.0
F-MAH-74-047,Rudreswor,Baitadi,Far-Western,0.0,0.04,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
F-MAH-74-033,Mahadevsthan,Baitadi,Far-Western,0.0,0.04,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
F-MAH-74-029,Kotila,Baitadi,Far-Western,0.0,0.04,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
F-MAH-74-049,Salena,Baitadi,Far-Western,0.0,0.04,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
F-MAH-74-045,Raudidewal,Baitadi,Far-Western,0.0,0.04,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
F-MAH-74-034,Mahakali,Baitadi,Far-Western,0.0,0.04,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
F-MAH-74-060,Sreekot,Baitadi,Far-Western,0.0,0.04,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
F-MAH-74-005,Bhumeswor,Baitadi,Far-Western,0.0,0.04,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
F-MAH-75-014,Ghusa,Darchula,Far-Western,0.0,0.02,9.63,5.05,7.34,0.0,0.0,Lowest,Low,0.0
F-MAH-74-003,Basuling,Baitadi,Far-Western,0.0,0.03,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
F-MAH-73-007,Bhadrapur,Dadeldhura,Far-Western,0.0,0.02,8.09,5.89,6.99,0.0,0.0,Lowest,Low,0.0
F-MAH-74-048,Sakar,Baitadi,Far-Western,0.0,0.03,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
F-MAH-74-038,Maunali,Baitadi,Far-Western,0.0,0.03,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
F-MAH-74-020,Giregada,Baitadi,Far-Western,0.0,0.03,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
F-MAH-74-027,Kaipal,Baitadi,Far-Western,0.0,0.03,9.94,3.31,6.62,0.0,0.0,Lowest,Low,0.0
